fdc_id,food_name,carbs_g,protein_g,fat_g,calories
173099,"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",0.0,29.92,14.74,252.0
173100,"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",0.0,19.38,11.45,181.0
173101,"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",0.03,27.79,19.45,286.0
173102,"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",1.26,18.22,16.31,225.0
173103,"Beef, New Zealand, imported, flat, separable lean and fat, raw",0.0,20.57,10.55,177.0
173104,"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",0.07,29.82,8.5,196.0
173105,"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",0.0,20.61,7.2,147.0
173106,"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",0.0,29.79,8.68,197.0
173107,"Beef, New Zealand, imported, striploin, separable lean and fat, raw",0.6,18.49,19.53,252.0
173108,"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",0.27,29.26,9.35,202.0
173109,"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",0.0,21.04,6.88,146.0
173110,"Beef, ground, 93% lean meat / 7% fat, raw",0.0,20.85,7.0,152.0
173111,"Beef, ground, 97% lean meat / 3% fat, raw",0.0,21.98,3.0,121.0
173112,"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",0.0,26.36,4.46,153.0
173113,"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",0.0,26.03,3.65,144.0
173114,"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",0.0,27.58,4.06,154.0
173115,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",0.0,34.22,9.02,228.0
173116,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,22.78,6.43,155.0
173117,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,29.01,9.1,206.0
173118,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,29.51,6.72,187.0
173119,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,29.16,8.45,201.0
173120,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,22.31,2.62,119.0
173121,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,23.13,3.37,129.0
173122,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,22.18,3.66,128.0
173123,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,29.58,7.63,195.0
173124,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, raw",0.0,21.34,4.21,129.0
173125,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, raw",0.0,21.07,3.95,126.0
173126,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, raw",0.0,20.76,4.55,130.0
173127,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, raw",0.0,21.38,3.35,122.0
173128,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.12,18.12,22.15,278.0
173129,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,17.77,22.21,276.0
173130,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",0.0,28.66,19.47,298.0
173131,"Snacks, popcorn, microwave, 94% fat free",76.04,10.72,6.1,402.0
173132,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Double Chocolate Nut Bar",51.66,22.35,8.99,377.0
173133,"Snacks, M&M MARS, KUDOS Whole Grain Bars, peanut butter",64.69,5.88,20.78,463.0
173134,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Honey Nut Oat Bar",55.13,22.5,7.87,381.0
173135,"Snacks, M&M MARS, KUDOS Whole Grain Bar, M&M's milk chocolate",73.01,3.78,11.95,415.0
173136,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Energy Bar, all flavors",50.3,21.91,10.79,386.0
173137,"Formulated bar, POWER BAR, chocolate",69.63,14.15,3.11,363.0
173138,"Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Blueberry Snack Bar",57.87,6.21,9.27,325.0
173139,"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",60.21,16.19,8.92,386.0
173140,"Snacks, soy chips or crisps, salted",53.15,26.5,7.35,385.0
173141,"Popcorn, microwave, regular (butter) flavor, made with palm oil",57.26,8.38,30.22,535.0
173142,"Snacks, plantain chips, salted",63.84,2.28,29.59,531.0
173143,"Tortilla chips, yellow, plain, salted",67.38,6.62,22.33,497.0
173144,"Snacks, granola bar, KASHI GOLEAN, crunchy, mixed flavors",59.58,17.88,9.23,393.0
173145,"Snacks, granola bar, chewy, reduced sugar, all flavors",69.4,5.55,12.5,412.0
173146,"Snacks, granola bites, mixed flavors",66.27,7.17,17.5,451.0
173147,"Snacks, pita chips, salted",68.26,11.79,15.2,457.0
173148,"Snacks, granola bars, soft, almond, confectioners coating",60.13,8.6,20.0,455.0
173149,"Formulated bar, high fiber, chewy, oats and chocolate",69.82,5.0,10.0,389.0
173150,"Snacks, bagel chips, plain",66.36,12.34,15.14,451.0
173151,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",66.72,9.38,10.93,403.0
173152,"Snacks, yucca (cassava) chips, salted",69.23,1.34,25.91,515.0
173153,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",72.27,5.71,11.43,415.0
173154,"Snacks, granola bar, QUAKER, DIPPS, all flavors",64.96,7.52,20.42,480.0
173155,"Snacks, brown rice chips",81.5,8.2,2.8,384.0
173156,"Snack, Pretzel, hard chocolate coated",70.07,7.05,17.64,467.0
173157,"Snacks, peas, roasted, wasabi-flavored",62.2,14.11,14.11,432.0
173158,"Formulated Bar, SOUTH BEACH protein bar",38.4,30.34,15.17,412.0
173159,"Snack, BALANCE, original bar",48.73,28.0,12.0,415.0
173160,"Snacks, shrimp cracker",59.09,7.14,17.86,426.0
173161,Rice crackers,82.64,10.0,5.0,416.0
173162,"Beverages, MONSTER energy drink, low carb",1.38,0.0,0.0,5.0
173163,"Beverages, Whiskey sour mix, powder",97.3,0.6,0.1,383.0
173164,"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",15.85,0.1,0.02,164.0
173165,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",11.25,0.0,0.0,44.0
173166,"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",1.25,0.0,0.0,5.0
173167,"Beverages, ABBOTT, EAS whey protein powder",17.95,66.67,5.13,385.0
173168,"Alcoholic beverage, creme de menthe, 72 proof",41.6,0.0,0.3,371.0
173169,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",17.29,5.38,5.38,138.0
173170,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",0.85,6.59,3.38,61.0
173171,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",7.74,3.32,1.93,57.0
173172,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",73.92,8.13,13.34,448.0
173173,"Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6",9.2,0.68,0.06,38.0
173174,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",50.0,27.87,13.46,433.0
173175,"Beverages, Acai berry drink, fortified",12.83,0.83,0.83,62.0
173176,"Alcoholic beverage, wine, dessert, sweet",13.69,0.2,0.0,160.0
173177,"Beverages, Whey protein powder isolate",29.07,58.14,1.16,359.0
173178,"Beverages, Orange juice, light, No pulp",5.42,0.21,0.0,21.0
173179,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",12.5,0.0,0.0,45.0
173180,"Beverages, Protein powder whey based",6.25,78.13,1.56,352.0
173181,"Beverages, Protein powder soy based",28.89,55.56,5.56,388.0
173182,"Beverages, rich chocolate, powder",92.96,0.0,0.0,372.0
173183,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG (Gerolsteiner), naturally sparkling, mineral bottled water",0.0,0.0,0.0,0.0
173184,"Beverages, chocolate malt, powder, prepared with fat free milk",8.64,3.25,0.17,49.0
173185,"Alcoholic beverage, wine, table, all",2.72,0.07,0.0,83.0
173186,"Beverages, V8 SPLASH Smoothies, Peach Mango",7.76,1.22,0.0,37.0
173187,"Beverages, chocolate almond milk, unsweetened, shelf-stable, fortified with vitamin D2 and E",1.25,0.83,1.46,21.0
173188,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",0.0,0.0,0.0,0.0
173189,"Beverages, MINUTE MAID, Lemonada, Limeade",13.75,0.0,0.0,50.0
173190,"Alcoholic beverage, wine, table, red",2.61,0.07,0.0,85.0
173191,"Alcoholic Beverage, wine, table, red, Barbera",2.79,0.07,0.0,85.0
173192,"Alcoholic Beverage, wine, table, red, Zinfandel",2.86,0.07,0.0,88.0
173193,"Alcoholic Beverage, wine, table, red, Petite Sirah",2.68,0.07,0.0,85.0
173194,"Alcoholic Beverage, wine, table, red, Claret",3.01,0.07,0.0,83.0
173195,"Alcoholic beverage, wine, table, white, Chenin Blanc",3.31,0.07,0.0,80.0
173196,"Alcoholic beverage, wine, table, white, Fume Blanc",2.27,0.07,0.0,82.0
173197,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",7.47,0.04,0.01,29.0
173198,"Alcoholic beverage, wine, table, white, Muller Thurgau",3.48,0.07,0.0,76.0
173199,"Carbonated beverage, cream soda",13.3,0.0,0.0,51.0
173200,"Alcoholic beverage, wine, table, white, Riesling",3.74,0.07,0.0,80.0
173201,"Alcoholic beverage, wine, table, white, Sauvignon Blanc",2.05,0.07,0.0,81.0
173202,"Alcoholic beverage, wine, table, white, late harvest",13.39,0.07,0.0,112.0
173203,"Beverages, carbonated, grape soda",11.2,0.0,0.0,43.0
173204,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",0.0,0.1,0.0,0.0
173205,"Beverages, carbonated, lemon-lime soda, no caffeine",10.42,0.09,0.0,41.0
173206,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",10.14,0.05,0.02,40.0
173207,"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",0.0,0.1,0.0,0.0
173208,"Alcoholic Beverage, wine, table, red, Burgundy",3.69,0.07,0.0,86.0
173209,"Beverages, carbonated, pepper-type, contains caffeine",10.4,0.0,0.1,41.0
173210,"Beverages, Energy drink, RED BULL",10.23,0.46,0.0,43.0
173211,"Beverages, tea, black, ready to drink, decaffeinated, diet",0.83,0.0,0.0,0.0
173212,"Beverages, tea, black, ready to drink, decaffeinated",8.75,0.0,0.0,38.0
173213,"Beverages, grape juice drink, canned",14.55,0.0,0.0,57.0
173214,"Beverages, Cranberry juice cocktail",12.25,0.0,0.34,52.0
173215,"Beverages, SNAPPLE, tea, black and green, ready to drink, peach, diet",0.1,0.1,0.0,2.0
173216,"Lemonade, frozen concentrate, white",49.89,0.22,0.7,196.0
173217,"Lemonade, frozen concentrate, white, prepared with water",10.42,0.07,0.04,40.0
173218,"Beverages, SNAPPLE, tea, black and green, ready to drink, lemon, diet",0.1,0.1,0.0,2.0
173219,"Beverages, Malted drink mix, natural, with added nutrients, powder, prepared with whole milk",10.67,3.67,3.21,86.0
173220,"Beverages, Malted drink mix, natural, powder, dairy based.",71.21,14.29,9.52,428.0
173221,"Beverages, Malted drink mix, natural, powder, prepared with whole milk",10.23,3.86,3.62,88.0
173222,"Beverages, OVALTINE, chocolate malt powder",92.96,0.0,0.0,372.0
173223,"Beverages, orange and apricot juice drink, canned",12.7,0.3,0.1,51.0
173224,"Beverages, pineapple and grapefruit juice drink, canned",11.6,0.2,0.1,47.0
173225,"Beverages, pineapple and orange juice drink, canned",11.8,1.3,0.0,50.0
173226,"Shake, fast food, vanilla",19.59,3.37,6.52,148.0
173227,"Beverages, tea, black, brewed, prepared with tap water",0.3,0.0,0.0,1.0
173228,"Beverages, tea, instant, decaffeinated, lemon, diet",85.4,3.3,0.6,338.0
173229,"Beverages, tea, instant, decaffeinated, lemon, sweetened",98.55,0.12,0.73,401.0
173230,"Beverages, tea, instant, unsweetened, powder",58.66,20.21,0.0,315.0
173231,"Beverages, tea, instant, lemon, diet",0.44,0.02,0.0,2.0
173232,"Beverages, tea, herb, other than chamomile, brewed",0.2,0.0,0.0,1.0
173233,"Beverages, water, bottled, PERRIER",0.0,0.0,0.0,0.0
173234,"Beverages, water, bottled, POLAND SPRING",0.0,0.0,0.0,0.0
173235,"Beverages, orange-flavor drink, breakfast type, powder",98.94,0.0,0.0,386.0
173236,"Beverages, orange-flavor drink, breakfast type, powder, prepared with water",12.65,0.0,0.0,49.0
173237,"Beverages, Orange-flavor drink, breakfast type, low calorie, powder",85.9,3.6,0.0,217.0
173238,"English muffins, plain, unenriched, without calcium propionate (includes sourdough)",46.0,7.7,1.8,235.0
173239,"Pie, apple, commercially prepared, unenriched flour",34.0,1.9,11.0,237.0
173240,"Pie, fried pies, cherry",42.6,3.0,16.1,316.0
173241,"Tortillas, ready-to-bake or -fry, corn, without added salt",46.6,5.7,2.5,222.0
173242,"Tortillas, ready-to-bake or -fry, flour, without added calcium",55.6,8.7,7.1,325.0
173243,"Cake, pound, commercially prepared, fat-free",61.0,5.4,1.2,283.0
173244,"Cake, yellow, light, dry mix",84.1,4.7,5.5,404.0
173245,"Archway Home Style Cookies, Coconut Macaroon",61.23,3.02,22.55,460.0
173246,"Archway Home Style Cookies, Date Filled Oatmeal",68.16,4.67,12.05,400.0
173247,"Archway Home Style Cookies, Dutch Cocoa",69.44,4.5,14.99,431.0
173248,"Archway Home Style Cookies, Frosty Lemon",64.78,4.41,17.11,430.0
173249,"Archway Home Style Cookies, Iced Molasses",69.12,3.5,14.43,420.0
173250,"Archway Home Style Cookies, Old Fashioned Molasses",70.55,4.27,11.83,406.0
173251,"Archway Home Style Cookies, Old Fashioned Windmill Cookies",72.23,5.17,17.55,468.0
173252,"Archway Home Style Cookies, Peanut Butter",58.48,9.0,24.28,480.0
173253,"Archway Home Style Cookies, Raspberry Filled",65.92,4.35,13.26,400.0
173254,"George Weston Bakeries, Brownberry Sage and Onion Stuffing Mix, dry",72.7,13.3,5.1,390.0
173255,"Keebler, Keebler Chocolate Graham SELECTS",71.8,7.1,16.6,465.0
173256,"Continental Mills, Krusteaz Almond Poppyseed Muffin Mix, Artificially Flavored, dry",75.6,5.6,10.3,418.0
173257,"Mckee Baking, Little Debbie Nutty Bars, Wafers with Peanut Butter, Chocolate Covered",55.2,8.0,32.8,548.0
173258,"Nabisco, Nabisco Ritz Crackers",63.51,7.23,23.21,492.0
173259,"Pillsbury, Buttermilk Biscuits, Artificial Flavor, refrigerated dough",47.07,6.4,2.79,236.0
173260,"Pillsbury, Chocolate Chip Cookies, refrigerated dough",60.75,3.82,21.26,450.0
173261,"Pillsbury, Crusty French Loaf, refrigerated dough",46.35,8.59,2.88,243.0
173262,"Sorghum flour, refined, unenriched",76.85,9.53,1.24,357.0
173263,"Rice, brown, parboiled, cooked, UNCLE BENS",31.33,3.09,0.85,147.0
173264,"Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES",40.75,4.21,1.7,200.0
173265,"Pasta, gluten-free, corn and rice flour, cooked",38.05,3.2,1.0,179.0
173266,"Fast foods, biscuit, with egg and bacon",19.06,11.33,20.73,305.0
173267,"Fast foods, biscuit, with egg and ham",16.37,10.64,14.08,233.0
173268,"Fast foods, biscuit, with crispy chicken fillet",30.56,11.93,14.93,300.0
173269,"Fast foods, croissant, with egg, cheese, and bacon",22.5,12.92,16.4,289.0
173270,"Fast foods, croissant, with egg, cheese, and ham",18.98,12.45,14.95,261.0
173271,"Fast foods, croissant, with egg, cheese, and sausage",15.9,12.09,21.78,308.0
173272,"Fast foods, egg, scrambled",2.08,13.84,16.18,212.0
173273,"Fast foods, potatoes, hash browns, round pieces or patty",28.88,2.58,17.04,272.0
173274,"Fast foods, vanilla, light, soft-serve ice cream, with cone",26.36,4.24,4.86,163.0
173275,"Fast foods, sundae, caramel",31.81,4.71,5.98,196.0
173276,"Fast foods, sundae, hot fudge",30.17,3.57,5.46,180.0
173277,"Fast foods, burrito, with beans and beef",19.52,11.52,7.47,191.0
173278,"Fast foods, burrito, with beans, cheese, and beef",23.37,7.03,6.8,180.0
173279,"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",31.55,12.86,11.38,280.0
173280,"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",30.49,11.97,14.21,298.0
173281,"PIZZA HUT 12"" Super Supreme Pizza, Hand-Tossed Crust",25.62,10.9,10.72,243.0
173282,"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",33.24,10.8,8.97,257.0
173283,"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",33.48,10.76,9.83,265.0
173284,"PAPA JOHN'S 14"" Cheese Pizza, Original Crust",32.74,11.53,9.25,260.0
173285,"PAPA JOHN'S 14"" Pepperoni Pizza, Original Crust",30.04,11.97,11.86,275.0
173286,"PAPA JOHN'S 14"" The Works Pizza, Original Crust",26.69,10.27,10.21,240.0
173287,"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",26.26,12.29,15.66,295.0
173288,"LITTLE CAESARS 14"" Pepperoni Pizza, Large Deep Dish Crust",29.03,12.93,10.81,265.0
173289,"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",22.85,16.23,16.99,309.0
173290,"PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust",33.42,11.98,10.42,275.0
173291,"PIZZA HUT 14"" Cheese Pizza, Pan Crust",32.85,10.85,11.25,276.0
173292,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",33.33,11.39,9.69,266.0
173293,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",33.17,10.81,10.54,271.0
173294,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",31.2,12.85,13.95,302.0
173295,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",31.98,11.74,11.91,282.0
173296,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",31.84,11.49,12.58,287.0
173297,"McDONALD'S, Chicken McNUGGETS",15.09,15.79,19.81,302.0
173298,"McDONALD'S, Hash Brown",28.56,2.48,16.3,271.0
173299,"McDONALD'S, Hotcakes (plain)",38.27,6.0,5.84,228.0
173300,"McDONALD'S, Bacon, Egg & Cheese McGRIDDLES",26.19,12.03,13.19,272.0
173301,"McDONALD'S, Hot Caramel Sundae",33.36,3.58,4.89,188.0
173302,"McDONALD'S, Hot Fudge Sundae",30.05,4.14,5.91,186.0
173303,"McDONALD'S, McFLURRY with M&M'S CANDIES",26.82,4.02,6.46,177.0
173304,"McDONALD'S, McFLURRY with OREO cookies",25.55,3.97,5.66,165.0
173305,"McDONALD'S, McCHICKEN Sandwich",27.97,10.43,13.21,273.0
173306,"McDONALD'S, McCHICKEN Sandwich (without mayonnaise)",30.95,11.08,8.46,240.0
173307,"McDONALD'S, Egg McMUFFIN",21.67,13.64,9.66,228.0
173308,"McDONALD'S, Sausage McMUFFIN",24.52,12.66,21.06,333.0
173309,"McDONALD'S, Deluxe Breakfast, with syrup and margarine",29.48,7.56,15.23,285.0
173310,"McDONALD'S, Hotcakes and Sausage",37.55,7.81,12.5,294.0
173311,"McDONALD'S, Hotcakes (with 2 pats margarine & syrup)",46.08,4.05,8.06,272.0
173312,"McDONALD'S, Bacon Ranch Salad with Grilled Chicken",3.64,10.28,3.14,81.0
173313,"McDONALD'S, Fruit 'n Yogurt Parfait (without granola)",17.67,2.47,1.13,90.0
173314,"McDONALD'S, FILET-O-FISH (without tartar sauce)",31.08,12.47,7.62,243.0
173315,"BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese",15.9,12.09,21.78,308.0
173316,"BURGER KING, CROISSAN'WICH with Sausage and Cheese",23.0,13.73,25.45,376.0
173317,"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",17.33,11.34,12.37,226.0
173318,"Fast foods, hamburger; single, regular patty; double decker bun with condiments and special sauce",22.69,12.17,13.3,259.0
173319,"Fast foods, cheeseburger; double, regular patty; with condiments",17.97,16.24,16.18,282.0
173320,"Fast foods, cheeseburger; double, large patty; with condiments",14.43,16.96,16.22,272.0
173321,"Fast foods, chicken tenders",17.25,19.22,13.95,271.0
173322,"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",22.64,12.98,16.97,295.0
173323,"Fast foods, bagel, with breakfast steak, egg, cheese, and condiments",22.99,15.95,14.07,282.0
173324,"Light Ice Cream, soft serve, blended with milk chocolate candies",26.82,4.02,6.46,182.0
173325,"Macaroni and Cheese, canned entree",11.52,3.38,2.46,82.0
173326,"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",30.4,8.9,8.6,235.0
173327,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",24.69,9.16,15.0,270.0
173328,"Ravioli, cheese-filled, canned",13.64,2.48,1.45,77.0
173329,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",13.26,3.24,3.41,97.0
173330,"Beef stew, canned entree",7.85,4.41,5.53,99.0
173331,"Chicken pot pie, frozen entree, prepared",19.21,5.11,11.85,204.0
173332,"Beef, corned beef hash, with potato, canned",9.27,8.73,10.24,164.0
173333,"Lasagna, cheese, frozen, prepared",13.84,6.54,5.33,130.0
173334,"Lasagna with meat & sauce, frozen entree",14.39,6.63,4.42,124.0
173335,"Burrito, beef and bean, frozen",30.84,7.26,9.61,239.0
173336,"Burrito, bean and cheese, frozen",34.01,7.07,6.3,221.0
173337,"Macaroni and Cheese, canned, microwavable",13.96,5.98,5.99,134.0
173338,"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",16.32,6.97,3.89,128.0
173339,"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",22.46,5.65,1.56,126.0
173340,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",70.12,13.86,4.82,379.0
173341,"Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick margarine from dry mix",23.93,4.89,8.28,190.0
173342,"Macaroni and cheese, frozen entree",17.28,5.6,6.41,149.0
173343,Potato salad with egg,16.18,1.96,9.4,157.0
173344,Pulled pork in barbecue sauce,18.74,13.19,4.42,168.0
173345,"Corn dogs, frozen, prepared",26.96,8.57,12.02,250.0
173346,"Chicken tenders, breaded, frozen, prepared",14.86,14.62,13.58,240.0
173347,"RICE-A-RONI, chicken flavor, unprepared",76.08,10.64,1.04,356.0
173348,"Rice and vermicelli mix, chicken flavor, prepared with 80% margarine",23.54,2.65,3.45,136.0
173349,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,21.39,4.97,130.0
173350,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,20.49,14.06,214.0
173351,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",0.0,24.6,20.36,289.0
173352,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,20.28,14.19,215.0
173353,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",0.0,25.18,19.22,281.0
173354,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,21.41,4.66,133.0
173355,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",0.0,26.07,7.68,181.0
173356,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,20.93,5.79,142.0
173357,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,20.39,6.12,143.0
173358,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",0.0,26.07,8.11,184.0
173359,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,19.38,9.22,166.0
173360,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",0.0,25.29,11.52,212.0
173361,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,20.74,6.85,150.0
173362,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",0.0,26.88,8.13,188.0
173363,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,20.98,5.21,137.0
173364,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",0.0,28.01,5.17,166.0
173365,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,20.54,6.22,144.0
173366,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0.0,26.22,7.2,177.0
173367,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,21.69,4.0,129.0
173368,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0.0,24.93,12.79,222.0
173369,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,20.93,5.89,143.0
173370,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0.0,27.12,6.78,177.0
173371,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,21.59,5.53,142.0
173372,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",0.0,28.72,9.68,202.0
173373,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",0.0,29.99,12.69,234.0
173374,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",0.0,21.17,8.82,164.0
173375,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.0,29.56,13.72,242.0
173376,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",0.19,18.74,14.53,206.0
173377,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.0,27.03,20.28,291.0
173378,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",0.17,18.47,15.26,212.0
173379,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,28.65,17.1,268.0
173380,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",0.0,21.44,8.5,162.0
173381,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,29.18,8.31,191.0
